"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.item1_title","Input.item2_title","Answer.equal.label","Approve","Reject"
"31ANT7FQN9FSACZL1A5HZUEXOY1H52","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","31Q0U3WYDRSZFPPKDGMVUB89D5L715","ATT3WMHDZNE0F","Submitted","Wed Jun 19 02:29:07 PDT 2019","Wed Jun 19 02:29:38 PDT 2019","Fri Jul 19 02:29:38 PDT 2019","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","Cup","Bowl","Medium"
"31ANT7FQN9FSACZL1A5HZUEXOY1H52","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3300DTYQT4U858OBL3QG1M8Y74HEQT","A1V5ETMSSAICW1","Submitted","Wed Jun 19 02:31:14 PDT 2019","Wed Jun 19 02:31:21 PDT 2019","Fri Jul 19 02:31:21 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","Cup","Bowl","High"
"31ANT7FQN9FSACZL1A5HZUEXOY1H52","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3B3WTRP3DDFAITV9BHKTDQ9K01N920","AKLKDS34ZAGML","Submitted","Wed Jun 19 02:29:10 PDT 2019","Wed Jun 19 02:29:18 PDT 2019","Fri Jul 19 02:29:18 PDT 2019","","","","8","0% (0/2)","0% (0/2)","0% (0/2)","Cup","Bowl","Medium High"
"31ANT7FQN9FSACZL1A5HZUEXOY1H52","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3C44YUNSI32IDQ9WPV07VZ032WUDP8","A3UEM5PCYERMXX","Submitted","Wed Jun 19 02:29:15 PDT 2019","Wed Jun 19 02:29:21 PDT 2019","Fri Jul 19 02:29:21 PDT 2019","","","","6","0% (0/1)","0% (0/1)","0% (0/1)","Cup","Bowl","Medium"
"31ANT7FQN9FSACZL1A5HZUEXOY1H52","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3E47SOBEYS9GRCGEC4FC2WH9VINCIV","A1C4LNTWGUOD4P","Submitted","Wed Jun 19 02:31:17 PDT 2019","Wed Jun 19 02:31:27 PDT 2019","Fri Jul 19 02:31:27 PDT 2019","","","","10","0% (0/0)","0% (0/0)","0% (0/0)","Cup","Bowl","Medium High"
"3KG2UQJ0MK19DU4UO0OX2P6K66XNQU","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","326O153BMKBEGZK6GHKW1N1ZOPSDEN","A1LG8QD78XR5OS","Submitted","Wed Jun 19 02:28:26 PDT 2019","Wed Jun 19 02:28:37 PDT 2019","Fri Jul 19 02:28:37 PDT 2019","","","","11","0% (0/2)","0% (0/2)","0% (0/2)","Book","Newspaper","Medium High"
"3KG2UQJ0MK19DU4UO0OX2P6K66XNQU","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","34BBWHLWHCOP5AMJTVFDEQOCNY4WIN","ATT3WMHDZNE0F","Submitted","Wed Jun 19 02:28:47 PDT 2019","Wed Jun 19 02:29:06 PDT 2019","Fri Jul 19 02:29:06 PDT 2019","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","Book","Newspaper","Medium High"
"3KG2UQJ0MK19DU4UO0OX2P6K66XNQU","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3BQU611VFRXLIDG8WQZ8NDHY67X99S","AKLKDS34ZAGML","Submitted","Wed Jun 19 02:29:32 PDT 2019","Wed Jun 19 02:29:39 PDT 2019","Fri Jul 19 02:29:39 PDT 2019","","","","7","0% (0/2)","0% (0/2)","0% (0/2)","Book","Newspaper","Medium"
"3KG2UQJ0MK19DU4UO0OX2P6K66XNQU","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3PXX5PX6LZBIBP5AMGR4AEN80PIABI","A3FIQ72HYZBNWC","Submitted","Wed Jun 19 02:31:06 PDT 2019","Wed Jun 19 02:32:44 PDT 2019","Fri Jul 19 02:32:44 PDT 2019","","","","98","0% (0/0)","0% (0/0)","0% (0/0)","Book","Newspaper","Low"
"3KG2UQJ0MK19DU4UO0OX2P6K66XNQU","34S6YYW6IV53ES2T76EARAEIVA1BSJ","How similar are the two objects?","In this task you will compare two sets of objects on a similarity scale of 1 to 7, with 1 being the lowest and 7 being the highest level of similarity among the objects. The similarity depends on the shape and material of the specific objects.","item, equality, comparison","$0.02","Wed Jun 19 02:25:19 PDT 2019","5","BatchId:3680415;OriginalHitTemplateId:928390889;","300","2592000","Tue Jul 09 02:25:19 PDT 2019","","","3QIYRE09Y5UOIAH7TN3KQ8UZDKQ1NA","A167GKZSRIYRC1","Submitted","Wed Jun 19 02:28:23 PDT 2019","Wed Jun 19 02:28:32 PDT 2019","Fri Jul 19 02:28:32 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","Book","Newspaper","Very High"
